Location;Date Time;Temperature;Humidity
C.B.S.D;2020-04-11 21:01:00;17,88;63,8
B.D.2.A;2020-04-11 21:29:00;30,08;30,76
E.C.2.A;2020-04-11 22:00:00;17,56;42,91
E.D.3.A;2020-04-11 22:00:00;32,39;61,8
D.D.3.D;2020-04-11 22:49:00;22,11;54,59
E.A.S.C;2020-04-11 23:41:00;13,04;64,26
D.E.S.C;2020-04-11 23:49:00;28,69;75,64
E.B.2.A;2020-04-12 00:32:00;13,75;58,11
E.D.2.C;2020-04-12 00:56:00;25,48;41,29
B.A.0.E;2020-04-12 01:22:00;18,75;43,66
C.E.S.B;2020-04-12 05:19:00;29,58;55,46
A.D.3.A;2020-04-12 05:26:00;10,9;18,45
E.C.3.D;2020-04-12 06:50:00;22,88;67,95
E.B.1.E;2020-04-12 07:06:00;32,76;58,9
C.B.2.D;2020-04-12 07:49:00;25,66;2,61
A.A.S.D;2020-04-12 08:37:00;14,11;47,79
E.D.S.C;2020-04-12 09:08:00;14,54;56,77
E.A.S.D;2020-04-12 09:10:00;12,22;13,32
B.E.2.E;2020-04-12 09:20:00;20,9;88,98
D.D.0.C;2020-04-12 12:31:00;22,03;96,04
C.A.3.C;2020-04-12 12:56:00;22,82;25,8
A.D.3.D;2020-04-12 13:41:00;24,25;90,04
E.A.0.D;2020-04-12 13:42:00;33,43;49,4
C.D.1.C;2020-04-12 14:18:00;24,27;34,3
A.D.S.D;2020-04-12 14:55:00;31,29;53,34
C.E.2.C;2020-04-12 14:59:00;29,0;37,76
D.A.1.C;2020-04-12 15:08:00;23,94;3,74
E.B.3.D;2020-04-12 15:14:00;29,76;22,6
D.D.0.D;2020-04-12 15:40:00;26,9;90,28
D.D.1.A;2020-04-12 15:50:00;25,71;41,47
C.C.3.B;2020-04-12 15:54:00;18,43;4,58
A.A.S.D;2020-04-12 16:56:00;31,62;96,07
B.D.0.C;2020-04-12 18:03:00;17,61;55,42
B.D.3.B;2020-04-12 18:55:00;26,59;90,4
D.B.2.B;2020-04-12 19:15:00;27,35;17,39
A.A.3.B;2020-04-12 19:25:00;23,51;5,5
B.E.3.D;2020-04-12 20:07:00;31,36;72,65
B.B.2.B;2020-04-12 20:53:00;27,23;99,9
C.A.2.A;2020-04-12 21:03:00;11,01;73,6
B.A.0.A;2020-04-13 00:50:00;22,88;84,07
E.C.3.B;2020-04-13 02:38:00;36,71;75,41
E.D.1.B;2020-04-13 04:13:00;33,34;50,02
D.E.0.C;2020-04-13 06:19:00;13,91;62,43
B.B.0.A;2020-04-13 07:05:00;29,51;58,3
A.E.S.C;2020-04-13 07:55:00;11,93;98,96
A.C.S.D;2020-04-13 09:12:00;29,08;48,68
A.C.S.C;2020-04-13 09:48:00;18,87;23,84
E.E.0.E;2020-04-13 10:33:00;13,12;99,03
D.E.S.A;2020-04-13 10:38:00;19,71;26,61
E.D.0.D;2020-04-13 10:45:00;17,61;58,2
B.A.2.C;2020-04-13 11:08:00;26,51;89,13
C.A.3.A;2020-04-13 12:08:00;19,51;90,94
C.B.S.E;2020-04-13 13:27:00;21,92;97,34
C.A.0.D;2020-04-13 13:34:00;27,13;19,83
D.B.0.C;2020-04-13 14:57:00;20,36;9,53
D.E.1.B;2020-04-13 15:52:00;34,67;73,1
D.D.S.D;2020-04-13 16:19:00;20,77;67,06
C.C.0.C;2020-04-13 16:33:00;11,66;19,18
D.A.2.C;2020-04-13 16:38:00;32,35;21,87
D.E.0.D;2020-04-13 16:57:00;34,97;9,23
A.B.S.C;2020-04-13 17:09:00;35,79;10,21
B.E.S.C;2020-04-13 17:21:00;12,17;2,78
E.C.3.A;2020-04-13 17:22:00;28,03;80,58
E.A.1.B;2020-04-13 17:50:00;20,3;31,43
E.D.1.A;2020-04-13 18:21:00;19,63;65,67
C.E.S.C;2020-04-13 18:31:00;36,21;25,44
B.B.0.A;2020-04-13 19:35:00;23,65;54,87
D.A.1.C;2020-04-13 19:46:00;33,97;50,85
B.A.3.B;2020-04-13 19:51:00;27,46;41,28
A.A.2.E;2020-04-13 21:25:00;28,575000000000003;28,525
A.C.S.A;2020-04-13 21:30:00;19,74;6,42
B.B.3.B;2020-04-13 22:05:00;17,45;81,54
B.C.S.B;2020-04-13 23:08:00;25,62;33,49
E.A.2.B;2020-04-13 23:30:00;14,07;78,18
A.C.2.E;2020-04-14 00:53:00;36,08;79,45
E.D.S.C;2020-04-14 00:57:00;24,98;58,63
A.D.2.D;2020-04-14 01:19:00;32,11;74,13
D.A.3.D;2020-04-14 01:30:00;15,94;18,63
E.D.2.E;2020-04-14 01:34:00;27,82;46,49
A.C.2.A;2020-04-14 01:34:00;29,26;28,59
D.D.S.C;2020-04-14 02:44:00;22,87;63,05
A.E.S.D;2020-04-14 03:13:00;13,15;84,19
A.A.3.B;2020-04-14 03:45:00;22,84;15,45
B.E.1.E;2020-04-14 03:59:00;10,87;26,62
D.E.0.B;2020-04-14 04:15:00;30,26;14,42
A.B.0.E;2020-04-14 04:27:00;31,2;95,31
E.C.1.E;2020-04-14 04:34:00;19,6;72,38
B.E.2.C;2020-04-14 06:19:00;35,04;31,22
A.E.2.B;2020-04-14 07:06:00;28,28;12,88
E.B.S.A;2020-04-14 07:09:00;18,03;8,44
D.C.2.C;2020-04-14 07:31:00;21,54;84,64
A.A.2.D;2020-04-14 08:24:00;26,69;81,05
B.D.2.E;2020-04-14 09:06:00;31,35;90,41
C.D.2.C;2020-04-14 10:22:00;25,66;54,2
C.C.2.A;2020-04-14 11:33:00;28,47;13,62
D.C.2.D;2020-04-14 11:59:00;20,16;32,58
C.D.1.B;2020-04-14 12:28:00;10,38;99,36
B.B.0.E;2020-04-14 13:15:00;18,64;82,63
A.A.3.B;2020-04-14 13:41:00;22,32;79,28
D.C.1.E;2020-04-14 14:00:00;30,61;31,37
B.C.1.D;2020-04-14 14:02:00;11,06;89,31
C.A.0.A;2020-04-14 14:34:00;28,55;31,24
D.C.2.B;2020-04-14 15:05:00;34,13;23,75
B.B.0.C;2020-04-14 16:14:00;24,94;25,25
A.C.0.C;2020-04-14 16:18:00;19,01;2,02
E.D.S.D;2020-04-14 16:41:00;17,22;52,29
C.C.1.B;2020-04-14 16:48:00;28,97;35,83
A.B.2.D;2020-04-14 17:19:00;12,22;1,06
B.B.1.A;2020-04-14 18:43:00;16,63;49,82
C.D.1.B;2020-04-14 19:13:00;15,96;17,52
B.E.1.C;2020-04-14 20:01:00;37,33;2,65
E.B.3.D;2020-04-14 20:24:00;27,12;81,42
A.A.1.C;2020-04-14 20:50:00;18,85;80,11
E.A.2.A;2020-04-14 20:57:00;33,36;19,72
C.C.S.B;2020-04-14 21:33:00;24,93;39,86
B.A.0.A;2020-04-14 21:37:00;11,24;25,52
D.B.0.C;2020-04-14 22:11:00;31,81;66,35
C.C.1.A;2020-04-14 22:18:00;11,44;58,56
E.E.3.C;2020-04-14 22:23:00;32,15;2,2
C.B.0.C;2020-04-14 22:33:00;32,8;47,06
A.C.S.E;2020-04-14 22:49:00;31,85;40,15
D.D.1.A;2020-04-14 23:22:00;32,72;14,21
A.E.3.D;2020-04-14 23:24:00;14,92;42,53
A.B.2.E;2020-04-14 23:33:00;15,09;48,64
A.B.0.E;2020-04-14 23:37:00;36,68;2,72
D.B.1.D;2020-04-14 23:41:00;26,84;68,08
C.D.S.E;2020-04-15 00:34:00;11,33;32,81
B.C.2.A;2020-04-15 01:26:00;29,88;76,8
A.D.0.B;2020-04-15 01:28:00;17,39;65,77
D.A.1.B;2020-04-15 01:37:00;27,79;41,17
D.E.2.E;2020-04-15 01:55:00;15,88;55,34
B.D.S.B;2020-04-15 02:15:00;29,46;22,44
D.C.2.C;2020-04-15 02:43:00;15,59;76,56
A.B.1.C;2020-04-15 02:45:00;22,03;63,16
E.A.2.A;2020-04-15 03:08:00;22,68;33,98
C.B.1.C;2020-04-15 03:12:00;36,31;78,2
A.B.1.C;2020-04-15 03:15:00;14,65;27,49
D.E.3.E;2020-04-15 03:28:00;15,46;59,56
D.A.3.A;2020-04-15 04:19:00;16,53;41,98
D.B.0.E;2020-04-15 05:41:00;18,62;39,24
B.C.3.E;2020-04-15 05:50:00;31,53;23,67
B.B.S.A;2020-04-15 06:18:00;18,38;55,47
B.A.3.E;2020-04-15 06:34:00;18,92;30,62
B.B.1.B;2020-04-15 07:15:00;32,3;71,87
D.C.2.A;2020-04-15 07:50:00;25,95;4,02
A.E.1.C;2020-04-15 08:02:00;19,55;42,73
B.B.1.A;2020-04-15 08:32:00;25,71;37,62
D.E.3.A;2020-04-15 08:56:00;23,19;9,9
B.B.3.B;2020-04-15 09:07:00;31,35;63,26
A.E.1.B;2020-04-15 09:11:00;19,47;15,24
A.C.3.A;2020-04-15 09:21:00;30,92;87,72
E.A.0.B;2020-04-15 10:06:00;36,1;60,71
B.B.3.C;2020-04-15 11:02:00;23,34;1,58
A.E.0.D;2020-04-15 11:11:00;21,95;0,87
E.D.1.D;2020-04-15 12:38:00;37,16;48,06
E.A.1.D;2020-04-15 14:02:00;15,33;83,71
C.C.2.E;2020-04-15 14:52:00;24,04;35,63
A.C.S.A;2020-04-15 14:55:00;19,36;92,78
C.E.1.E;2020-04-15 16:11:00;10,67;8,62
B.E.1.C;2020-04-15 16:49:00;16,28;43,26
E.C.2.A;2020-04-15 17:00:00;13,52;8,65
A.D.0.A;2020-04-15 17:09:00;21,95;29,67
A.A.S.B;2020-04-15 19:11:00;21,33;20,68
D.D.3.D;2020-04-15 19:32:00;24,87;96,53
C.C.2.A;2020-04-15 20:10:00;21,3;33,25
C.B.S.C;2020-04-15 20:38:00;26,83;94,74
C.D.S.A;2020-04-15 20:56:00;32,35;31,29
B.A.0.E;2020-04-15 20:57:00;16,4;93,71
E.C.1.B;2020-04-15 21:01:00;30,08;18,83
C.B.3.E;2020-04-15 21:35:00;33,31;11,16
A.B.1.A;2020-04-15 21:47:00;20,67;69,48
B.B.3.D;2020-04-15 22:45:00;13,67;86,29
A.B.S.B;2020-04-15 23:19:00;33,68;60,11
B.E.S.C;2020-04-15 23:22:00;22,58;54,36
D.A.0.D;2020-04-15 23:32:00;22,04;4,71
D.D.0.E;2020-04-16 00:24:00;18,79;73,65
D.E.3.A;2020-04-16 01:10:00;14,29;16,13
C.B.S.D;2020-04-16 02:02:00;28,07;0,15
E.A.1.E;2020-04-16 02:11:00;32,26;51,96
B.C.S.E;2020-04-16 02:12:00;27,67;1,74
B.E.2.D;2020-04-16 02:27:00;27,92;42,33
D.E.0.E;2020-04-16 04:11:00;29,96;49,79
C.A.1.B;2020-04-16 04:43:00;11,59;38,56
B.C.3.A;2020-04-16 05:50:00;36,32;78,26
C.B.0.E;2020-04-16 07:05:00;15,72;76,04
C.E.2.B;2020-04-16 07:50:00;25,64;27,38
D.D.2.D;2020-04-16 08:22:00;16,61;87,62
D.A.3.C;2020-04-16 09:04:00;35,17;23,07
C.E.2.C;2020-04-16 09:17:00;17,82;37,1
C.B.3.C;2020-04-16 10:23:00;36,33;60,23
C.D.S.C;2020-04-16 10:35:00;19,99;18,06
C.D.1.A;2020-04-16 11:05:00;14,85;20,23
B.C.1.E;2020-04-16 11:09:00;10,35;62,02
B.E.2.B;2020-04-16 12:22:00;25,92;72,98
E.C.1.B;2020-04-16 12:44:00;15,6;34,85
C.E.0.B;2020-04-16 13:13:00;18,87;17,11
A.A.0.C;2020-04-16 14:48:00;24,16;48,06
E.E.2.C;2020-04-16 15:26:00;17,77;89,75
E.D.S.A;2020-04-16 16:14:00;31,93;32,14
C.D.S.E;2020-04-16 17:11:00;14,44;79,35
D.B.2.D;2020-04-16 17:13:00;30,29;83,89
D.D.3.D;2020-04-16 18:05:00;32,18;67,03
E.C.3.B;2020-04-16 18:24:00;13,45;0,71
B.C.0.C;2020-04-16 18:53:00;26,17;43,25
D.D.1.B;2020-04-16 19:08:00;30,52;82,25
D.E.1.C;2020-04-16 19:26:00;14,26;41,15
D.A.1.E;2020-04-16 19:35:00;18,82;0,52
B.B.1.E;2020-04-16 20:48:00;16,66;8,2
B.B.1.E;2020-04-16 20:49:00;26,06;49,46
E.E.2.B;2020-04-16 21:08:00;27,45;2,05
E.A.S.A;2020-04-16 22:34:00;18,57;97,38
B.C.1.A;2020-04-16 22:47:00;20,98;47,12
D.E.0.B;2020-04-16 23:05:00;27,13;21,16
B.C.S.E;2020-04-16 23:16:00;33,85;71,49
C.A.S.B;2020-04-16 23:57:00;19,04;44,24
E.A.1.C;2020-04-17 00:50:00;34,69;28,21
B.C.3.E;2020-04-17 01:23:00;35,99;66,11
B.B.3.D;2020-04-17 02:31:00;25,24;1,42
B.C.S.A;2020-04-17 02:47:00;31,65;13,06
C.B.3.B;2020-04-17 02:47:00;16,22;8,34
A.B.1.E;2020-04-17 03:45:00;34,2;2,34
B.A.3.A;2020-04-17 03:46:00;24,46;37,31
B.B.1.D;2020-04-17 04:48:00;17,43;57,26
E.A.3.A;2020-04-17 05:08:00;36,69;24,85
D.B.2.C;2020-04-17 05:37:00;23,27;34,55
E.D.S.D;2020-04-17 06:29:00;25,25;6,3
C.B.0.A;2020-04-17 06:53:00;14,9;13,72
A.D.0.E;2020-04-17 07:48:00;22,77;42,69
E.E.1.B;2020-04-17 08:16:00;13,22;18,65
D.E.2.B;2020-04-17 09:46:00;19,48;50,25
D.D.2.B;2020-04-17 10:30:00;19,87;7,96
E.A.1.A;2020-04-17 10:42:00;25,84;33,18
A.C.0.B;2020-04-17 11:18:00;22,73;59,34
C.A.3.E;2020-04-17 11:47:00;22,59;93,77
C.B.1.B;2020-04-17 12:32:00;23,24;70,79
E.A.S.D;2020-04-17 14:41:00;33,99;78,08
B.D.2.B;2020-04-17 14:42:00;13,85;16,58
B.E.2.A;2020-04-17 15:47:00;17,7;19,99
E.B.2.A;2020-04-17 15:49:00;14,41;51,27
D.B.1.B;2020-04-17 16:27:00;18,05;73,1
C.E.0.D;2020-04-17 16:52:00;19,7;19,17
B.A.1.C;2020-04-17 17:31:00;32,7;62,3
C.D.3.A;2020-04-17 18:35:00;30,03;21,52
D.C.0.A;2020-04-17 18:51:00;21,6;51,32
C.A.0.A;2020-04-17 19:44:00;35,35;60,68
D.C.S.D;2020-04-17 20:24:00;13,89;15,19
E.A.3.E;2020-04-17 20:26:00;12,28;90,35
A.B.3.D;2020-04-17 21:11:00;20,04;36,91
A.D.0.C;2020-04-17 21:45:00;14,51;85,28
B.A.3.E;2020-04-17 21:56:00;18,1;34,2
C.D.1.D;2020-04-17 22:37:00;19,07;7,68
A.A.1.B;2020-04-17 23:00:00;35,54;78,17
B.E.3.D;2020-04-17 23:02:00;16,47;24,43
D.D.2.A;2020-04-17 23:18:00;17,04;85,22
C.A.3.C;2020-04-17 23:36:00;20,38;63,86
D.D.1.C;2020-04-18 00:41:00;12,06;96,2
E.E.3.A;2020-04-18 00:52:00;14,67;95,43
D.B.0.E;2020-04-18 02:43:00;33,5;24,08
B.B.S.B;2020-04-18 03:02:00;33,81;69,8
C.A.2.A;2020-04-18 03:27:00;30,7;8,25
A.D.S.E;2020-04-18 03:43:00;18,23;88,61
E.C.3.D;2020-04-18 04:50:00;10,93;29,78
D.D.3.A;2020-04-18 05:32:00;20,05;67,19
C.D.2.E;2020-04-18 05:46:00;22,94;30,56
E.E.3.A;2020-04-18 05:50:00;28,74;54,3
D.E.2.B;2020-04-18 06:08:00;17,02;37,76
D.C.S.B;2020-04-18 06:18:00;30,45;62,98
E.A.2.E;2020-04-18 06:29:00;27,57;18,5
E.E.2.A;2020-04-18 06:34:00;11,18;67,23
A.D.3.C;2020-04-18 06:52:00;10,04;73,66
E.D.1.A;2020-04-18 08:09:00;27,09;63,68
A.C.2.C;2020-04-18 10:57:00;18,17;45,47
E.B.1.A;2020-04-18 11:13:00;17,8;62,13
B.B.0.B;2020-04-18 11:21:00;10,03;10,79
B.C.S.E;2020-04-18 11:44:00;26,39;19,22
C.D.0.D;2020-04-18 12:23:00;22,12;80,49
B.E.S.A;2020-04-18 12:37:00;20,27;89,77
D.D.3.B;2020-04-18 12:44:00;35,73;16,59
E.D.S.C;2020-04-18 12:46:00;10,75;49,62
A.C.3.E;2020-04-18 13:24:00;29,88;64,39
C.E.3.E;2020-04-18 13:48:00;24,45;17,29
C.E.0.B;2020-04-18 14:01:00;35,32;93,74
C.D.1.E;2020-04-18 15:15:00;20,5;17,93
A.D.0.E;2020-04-18 16:03:00;25,61;68,42
B.D.S.C;2020-04-18 17:43:00;12,83;28,32
C.C.3.D;2020-04-18 18:18:00;18,79;83,26
D.C.0.B;2020-04-18 19:02:00;10,76;49,16
C.A.1.A;2020-04-18 19:34:00;31,78;21,1
C.D.2.E;2020-04-18 19:34:00;34,23;34,9
A.C.S.D;2020-04-18 19:57:00;31,83;99,69
A.C.3.B;2020-04-18 20:02:00;20,99;98,2
C.C.3.D;2020-04-18 20:15:00;27,13;46,39
B.E.1.D;2020-04-18 20:55:00;24,43;88,21
D.E.1.B;2020-04-18 21:44:00;19,1;94,22
A.D.0.C;2020-04-18 22:09:00;17,81;84,6
D.C.S.D;2020-04-18 22:16:00;35,67;80,89
E.D.2.B;2020-04-18 22:17:00;27,8;84,56
B.E.S.D;2020-04-18 22:36:00;11,15;16,81
A.C.1.D;2020-04-18 22:46:00;23,0;38,64
C.B.S.A;2020-04-18 23:04:00;26,34;39,76
C.E.3.E;2020-04-18 23:31:00;12,28;49,92
E.C.2.E;2020-04-18 23:36:00;37,01;86,54
D.B.1.D;2020-04-18 23:44:00;30,84;89,7
B.A.3.E;2020-04-18 23:51:00;24,99;29,59
B.C.S.E;2020-04-19 00:12:00;29,44;30,53
D.C.3.E;2020-04-19 00:46:00;24,53;39,86
C.C.1.D;2020-04-19 00:53:00;36,66;21,9
C.E.S.D;2020-04-19 01:50:00;27,45;91,12
D.E.1.E;2020-04-19 03:21:00;23,46;23,75
B.A.3.D;2020-04-19 04:12:00;36,55;14,72
A.A.2.D;2020-04-19 06:08:00;30,11;88,33
C.A.S.A;2020-04-19 06:43:00;30,36;7,61
E.E.1.A;2020-04-19 07:46:00;28,01;4,6
D.E.2.E;2020-04-19 07:59:00;18,56;7,98
A.C.S.E;2020-04-19 08:20:00;25,4;37,41
B.A.3.D;2020-04-19 08:25:00;27,29;66,85
B.B.S.A;2020-04-19 09:00:00;27,57;86,29
D.A.1.D;2020-04-19 09:23:00;37,15;53,04
E.E.0.B;2020-04-19 10:16:00;25,78;50,78
C.D.S.D;2020-04-19 11:07:00;34,14;25,61
E.A.S.B;2020-04-19 11:18:00;37,01;89,59
B.A.S.A;2020-04-19 11:45:00;14,05;1,61
B.B.S.B;2020-04-19 12:05:00;12,9;52,91
A.C.S.E;2020-04-19 12:10:00;33,65;92,3
C.C.3.C;2020-04-19 12:44:00;12,17;30,91
D.E.1.D;2020-04-19 12:51:00;12,59;43,34
D.E.3.A;2020-04-19 13:06:00;30,75;3,2
D.D.0.B;2020-04-19 14:06:00;33,18;54,31
B.A.S.A;2020-04-19 14:12:00;35,55;97,52
B.D.S.E;2020-04-19 14:13:00;27,45;22,46
E.C.3.E;2020-04-19 14:21:00;25,79;95,54
B.C.0.E;2020-04-19 14:49:00;27,41;51,79
E.D.3.C;2020-04-19 16:42:00;11,76;24,32
E.A.S.B;2020-04-19 17:58:00;33,74;31,25
D.A.S.B;2020-04-19 18:04:00;29,45;90,96
B.A.S.D;2020-04-19 18:34:00;17,1;33,67
C.A.0.D;2020-04-19 20:28:00;13,99;62,08
A.A.S.A;2020-04-19 20:31:00;29,73;40,45
E.C.2.B;2020-04-19 21:02:00;28,32;46,92
C.B.2.B;2020-04-19 21:40:00;36,56;73,09
E.D.S.A;2020-04-19 22:19:00;17,8;35,37
C.E.S.B;2020-04-19 22:26:00;25,65;71,3
D.C.2.C;2020-04-19 22:32:00;34,4;76,12
E.B.3.B;2020-04-19 22:57:00;21,13;48,75
E.A.2.B;2020-04-19 23:01:00;32,38;60,55
A.E.1.D;2020-04-19 23:35:00;26,27;84,17
B.E.S.C;2020-04-20 00:12:00;11,64;19,34
E.B.2.B;2020-04-20 00:43:00;21,86;96,14
B.B.2.B;2020-04-20 01:05:00;11,89;77,13
D.E.S.E;2020-04-20 01:16:00;18,09;30,29
A.D.1.D;2020-04-20 01:19:00;21,02;91,69
E.E.3.A;2020-04-20 01:41:00;16,42;70,2
B.E.3.C;2020-04-20 03:25:00;28,69;66,36
A.B.0.D;2020-04-20 03:50:00;23,14;52,57
C.A.3.A;2020-04-20 05:08:00;18,28;11,86
E.C.3.B;2020-04-20 05:19:00;17,73;83,24
B.E.3.D;2020-04-20 05:33:00;13,02;54,41
E.D.0.B;2020-04-20 06:15:00;35,69;36,72
A.B.2.B;2020-04-20 07:00:00;30,43;7,42
D.D.3.A;2020-04-20 08:12:00;11,3;64,55
D.D.2.B;2020-04-20 08:21:00;22,52;22,1
E.C.1.E;2020-04-20 08:49:00;19,97;57,13
A.E.S.D;2020-04-20 08:57:00;22,99;57,08
E.A.0.D;2020-04-20 09:07:00;25,23;75,72
A.B.1.E;2020-04-20 09:29:00;14,61;74,49
E.E.0.E;2020-04-20 10:24:00;10,79;81,74
A.D.0.E;2020-04-20 10:29:00;15,5;20,43
D.E.S.B;2020-04-20 10:38:00;34,41;81,03
D.D.S.A;2020-04-20 11:09:00;29,59;5,05
C.B.3.A;2020-04-20 11:12:00;18,96;12,13
C.A.S.E;2020-04-20 11:30:00;31,42;2,22
C.E.1.E;2020-04-20 12:03:00;14,77;6,55
C.A.0.A;2020-04-20 12:07:00;28,87;31,87
E.A.2.A;2020-04-20 13:12:00;19,53;85,39
A.A.2.A;2020-04-20 13:46:00;36,93;42,58
D.C.0.D;2020-04-20 13:52:00;14,39;84,99
A.E.3.E;2020-04-20 14:35:00;36,03;4,14
E.A.1.E;2020-04-20 16:51:00;24,4;43,1
C.A.3.D;2020-04-20 18:03:00;27,19;3,81
E.C.1.A;2020-04-20 18:06:00;22,05;88,44
E.D.3.C;2020-04-20 18:07:00;33,43;94,02
E.E.0.E;2020-04-20 19:39:00;27,66;99,89
A.A.S.C;2020-04-20 19:57:00;21,72;51,07
C.B.2.A;2020-04-20 20:19:00;20,93;83,56
A.B.2.D;2020-04-20 20:23:00;36,83;0,08
E.E.3.A;2020-04-20 21:25:00;27,16;76,78
E.B.S.A;2020-04-20 22:21:00;24,93;96,23
D.B.2.A;2020-04-20 22:50:00;22,64;11,18
D.B.0.B;2020-04-21 03:14:00;15,04;25,8
C.A.3.E;2020-04-21 03:48:00;34,72;32,96
E.A.0.E;2020-04-21 04:37:00;36,31;56,4
E.D.0.C;2020-04-21 04:57:00;23,75;94,17
D.B.1.E;2020-04-21 04:58:00;35,28;23,91
A.B.3.B;2020-04-21 04:58:00;18,95;25,06
D.C.3.D;2020-04-21 05:07:00;36,98;30,44
A.B.1.C;2020-04-21 05:48:00;33,22;74,91
C.D.1.C;2020-04-21 05:54:00;13,94;39,16
A.C.0.B;2020-04-21 06:18:00;24,0;39,94
C.E.3.A;2020-04-21 07:06:00;14,87;26,07
A.E.S.B;2020-04-21 07:28:00;18,5;89,0
D.D.3.E;2020-04-21 07:35:00;31,27;45,34
B.D.1.B;2020-04-21 08:14:00;20,47;87,88
B.B.S.C;2020-04-21 08:14:00;36,94;34,41
B.C.3.B;2020-04-21 09:18:00;21,07;59,46
D.D.2.B;2020-04-21 10:00:00;27,17;93,99
E.C.3.E;2020-04-21 10:02:00;21,0;1,91
A.A.3.D;2020-04-21 10:28:00;18,29;43,66
E.C.2.C;2020-04-21 10:41:00;14,64;85,01
D.B.S.B;2020-04-21 11:22:00;18,31;11,38
B.B.S.B;2020-04-21 11:22:00;35,15;17,76
C.B.2.B;2020-04-21 11:32:00;20,08;87,88
E.B.0.A;2020-04-21 11:37:00;15,44;13,26
B.A.3.B;2020-04-21 12:50:00;32,96;54,83
B.A.3.D;2020-04-21 14:01:00;25,47;23,74
D.B.0.B;2020-04-21 15:15:00;30,82;41,37
E.A.2.D;2020-04-21 15:24:00;20,72;19,33
B.E.2.B;2020-04-21 15:50:00;11,45;47,96
E.B.0.B;2020-04-21 16:00:00;36,69;85,55
D.A.1.D;2020-04-21 16:10:00;31,17;13,44
A.E.0.D;2020-04-21 16:12:00;25,24;46,37
D.A.1.A;2020-04-21 17:20:00;12,24;67,51
B.A.2.D;2020-04-21 17:38:00;23,61;8,56
E.D.1.E;2020-04-21 17:56:00;22,2;15,63
D.B.1.D;2020-04-21 18:30:00;29,14;87,03
B.B.3.B;2020-04-21 18:33:00;10,76;3,65
C.A.3.C;2020-04-21 19:07:00;25,53;69,65
A.A.2.B;2020-04-21 19:42:00;12,93;42,65
C.A.3.A;2020-04-21 20:08:00;12,65;31,47
D.B.S.D;2020-04-21 21:19:00;27,47;64,29
B.B.0.B;2020-04-21 21:57:00;12,87;3,26
E.E.3.B;2020-04-21 23:03:00;34,67;39,49
B.A.1.B;2020-04-21 23:21:00;21,57;79,6
E.D.1.D;2020-04-21 23:25:00;36,59;56,56
B.E.0.D;2020-04-22 00:04:00;23,43;24,39
E.C.1.A;2020-04-22 00:28:00;34,73;97,03
B.E.0.B;2020-04-22 01:25:00;14,77;68,47
A.A.3.B;2020-04-22 01:26:00;28,09;77,33
D.E.1.E;2020-04-22 01:27:00;30,79;79,95
E.A.S.E;2020-04-22 01:30:00;16,95;75,06
D.D.3.D;2020-04-22 02:44:00;10,94;57,5
D.C.3.B;2020-04-22 03:15:00;13,71;18,1
E.E.2.A;2020-04-22 04:23:00;27,85;9,46
A.D.0.C;2020-04-22 04:45:00;36,74;57,8
B.B.0.D;2020-04-22 07:07:00;13,36;2,52
D.D.1.B;2020-04-22 08:06:00;21,22;70,83
C.E.0.D;2020-04-22 08:10:00;32,31;30,26
E.E.1.B;2020-04-22 08:22:00;32,87;48,37
E.C.S.A;2020-04-22 08:43:00;32,29;43,54
A.C.2.A;2020-04-22 10:12:00;21,4;97,74
B.A.S.E;2020-04-22 10:29:00;10,31;15,48
C.E.0.A;2020-04-22 11:39:00;10,96;36,28
B.A.3.C;2020-04-22 11:59:00;16,76;13,89
D.B.0.C;2020-04-22 12:09:00;32,99;57,53
B.E.2.E;2020-04-22 12:24:00;18,7;13,98
B.D.0.A;2020-04-22 12:26:00;10,88;34,23
C.B.0.E;2020-04-22 12:27:00;35,36;31,36
E.D.S.E;2020-04-22 13:06:00;33,7;80,95
D.C.0.C;2020-04-22 13:14:00;24,8;46,49
B.C.1.B;2020-04-22 14:34:00;13,39;42,02
B.E.3.D;2020-04-22 14:43:00;21,4;7,48
E.B.1.A;2020-04-22 14:48:00;18,54;43,33
B.A.3.B;2020-04-22 14:51:00;21,01;43,22
D.E.0.A;2020-04-22 14:54:00;28,95;43,75
E.E.0.A;2020-04-22 15:11:00;14,29;69,69
A.A.1.E;2020-04-22 15:22:00;30,72;93,3
D.A.S.A;2020-04-22 17:06:00;20,4;65,44
D.D.3.D;2020-04-22 17:27:00;31,28;36,18
B.B.1.B;2020-04-22 17:52:00;26,44;89,88
B.D.2.E;2020-04-22 18:02:00;36,99;52,43
A.B.2.B;2020-04-22 18:20:00;22,46;53,44
D.E.1.D;2020-04-22 18:24:00;26,02;52,81
B.C.0.E;2020-04-22 18:29:00;32,39;35,08
B.E.3.C;2020-04-22 18:52:00;33,17;17,09
E.C.1.D;2020-04-22 18:55:00;26,77;34,94
D.D.0.C;2020-04-22 19:24:00;19,62;50,27
D.B.S.A;2020-04-22 19:30:00;31,09;98,9
B.D.1.A;2020-04-22 19:34:00;34,79;7,24
B.C.0.D;2020-04-22 19:53:00;19,33;96,63
E.B.0.E;2020-04-22 21:43:00;37,44;41,54
E.B.3.B;2020-04-22 22:00:00;35,9;65,85
D.B.1.D;2020-04-22 22:31:00;21,73;81,26
A.E.2.A;2020-04-22 22:46:00;15,52;84,1
